13,16,3.2308,3.2308,17.2500,3.2308,0.1418,37.5000,81.2500,0.5161,0.481969,0.610874
13,16,3.2308,3.2308,17.2500,3.2308,0.1418,37.5000,81.2500,0.5161,0.620829,0.763494
13,16,3.2308,3.2308,17.2500,3.2308,0.1418,37.5000,81.2500,0.5161,0.484248,0.675669
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,0.000706
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,0.002309
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,0.001242
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,0.001257
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,0.001266
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,0.001180
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,0.000434
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,0.000411
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,0.001262
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,0.001191
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,0.000429
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,0.000419
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,0.002295
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,0.001727
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,0.001343
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,0.002235
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,0.001334
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,0.001210
8,16,4.0000,4.0000,16.0000,4.0000,0.1506,24.1509,50.0000,0.5161,0.282902,0.370261
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,0.000775
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,0.000999
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,0.250031
0,16,-nan,-nan,0.0000,-nan,-nan,0.0000,0.0000,0.5161,-nan,33.071442
